package,Code,Class,Method,Modifiers,Parameters,ReturnType,isTestCode,isTestMethod
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,removeListener,public,GenericFutureListener,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,removeListeners,public,GenericFutureListener,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,await,public,,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,awaitUninterruptibly,public,,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,syncUninterruptibly,public,,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,sync,public,,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,cause,public,,ChannelGroupException,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,setSuccess0,private,,void,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,setFailure0,private,ChannelGroupException,void,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,setSuccess,public,Void,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,trySuccess,public,Void,boolean,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,setFailure,public,Throwable,DefaultChannelGroupFuture,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,tryFailure,public,Throwable,boolean,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroupFuture,DefaultChannelGroupFuture,checkDeadLock,protected,,void,False,False,DefaultPromise
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,name,public,,String,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,find,public,ChannelId,Channel,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,isEmpty,public,,boolean,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,size,public,,int,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,contains,public,Object,boolean,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,add,public,Channel,boolean,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,remove,public,Object,boolean,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,clear,public,,void,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,iterator,public,,Iterator,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,toArray,public,,Object,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,toArray,public,T,T,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,close,public,,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,disconnect,public,,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,deregister,public,,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,write,public,Object,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,safeDuplicate,private-static,Object,Object,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,write,public,Object-ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,write,public,Object-ChannelMatcher-boolean,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,flush,public,,ChannelGroup,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,flushAndWrite,public,Object,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,writeAndFlush,public,Object,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,disconnect,public,ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,close,public,ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,deregister,public,ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,flush,public,ChannelMatcher,ChannelGroup,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,flushAndWrite,public,Object-ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,writeAndFlush,public,Object-ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,writeAndFlush,public,Object-ChannelMatcher-boolean,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,newCloseFuture,public,,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,newCloseFuture,public,ChannelMatcher,ChannelGroupFuture,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,hashCode,public,,int,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,equals,public,Object,boolean,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,compareTo,public,ChannelGroup,int,False,False,AbstractSet
io.netty.channel.group,DefaultChannelGroup,DefaultChannelGroup,toString,public,,String,False,False,AbstractSet
io.netty.channel.group,CombinedIterator,CombinedIterator,hasNext,public,,boolean,False,False,False
io.netty.channel.group,CombinedIterator,CombinedIterator,next,public,,E,False,False,False
io.netty.channel.group,CombinedIterator,CombinedIterator,remove,public,,void,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,all,public-static,,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,isNot,public-static,Channel,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,is,public-static,Channel,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,isInstanceOf,public-static,Class,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,isNotInstanceOf,public-static,Class,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,isServerChannel,public-static,,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,isNonServerChannel,public-static,,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,invert,public-static,ChannelMatcher,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelMatchers,ChannelMatchers,compose,public-static,ChannelMatcher,ChannelMatcher,False,False,False
io.netty.channel.group,ChannelGroupException,ChannelGroupException,iterator,public,,Iterator,False,False,ChannelException
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,metadata,public,,ChannelMetadata,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,isInputShutdown,abstract-protected,,boolean,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,shutdownInput,abstract-protected,,ChannelFuture,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,closeOnRead,private,ChannelPipeline,void,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,handleReadException,private,ChannelPipeline-ByteBuf-Throwable-boolean-RecvByteBufAllocator,void,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,doRead,protected,,void,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,doWrite,protected,ChannelOutboundBuffer,void,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,filterOutboundMessage,final-protected,Object,Object,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,available,abstract-protected,,int,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,doReadBytes,abstract-protected,ByteBuf,int,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,doWriteBytes,abstract-protected,ByteBuf,void,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioByteChannel,AbstractOioByteChannel,doWriteFileRegion,abstract-protected,FileRegion,void,False,False,AbstractOioChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,activate,final-protected,InputStream-OutputStream,void,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,isActive,public,,boolean,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,available,protected,,int,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,doReadBytes,protected,ByteBuf,int,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,doWriteBytes,protected,ByteBuf,void,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,doWriteFileRegion,protected,FileRegion,void,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,checkEOF,private-static,FileRegion,void,False,False,AbstractOioByteChannel
io.netty.channel.oio,OioByteStreamChannel,OioByteStreamChannel,doClose,protected,,void,False,False,AbstractOioByteChannel
io.netty.channel.oio,AbstractOioMessageChannel,AbstractOioMessageChannel,doRead,protected,,void,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioMessageChannel,AbstractOioMessageChannel,doReadMessages,abstract-protected,List,int,False,False,AbstractOioChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,newUnsafe,protected,,AbstractUnsafe,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,isCompatible,protected,EventLoop,boolean,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,doConnect,abstract-protected,SocketAddress-SocketAddress,void,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,doBeginRead,protected,,void,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,doRead,abstract-protected,,void,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,isReadPending,protected,,boolean,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,setReadPending,protected,boolean,void,False,False,AbstractChannel
io.netty.channel.oio,AbstractOioChannel,AbstractOioChannel,clearReadPending,final-protected,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannelRegistry,LocalChannelRegistry,register,static,Channel-LocalAddress-SocketAddress,LocalAddress,False,False,False
io.netty.channel.local,LocalChannelRegistry,LocalChannelRegistry,get,static,SocketAddress,Channel,False,False,False
io.netty.channel.local,LocalChannelRegistry,LocalChannelRegistry,unregister,static,LocalAddress,void,False,False,False
io.netty.channel.local,LocalAddress,LocalAddress,id,public,,String,False,False,SocketAddress
io.netty.channel.local,LocalAddress,LocalAddress,hashCode,public,,int,False,False,SocketAddress
io.netty.channel.local,LocalAddress,LocalAddress,equals,public,Object,boolean,False,False,SocketAddress
io.netty.channel.local,LocalAddress,LocalAddress,compareTo,public,LocalAddress,int,False,False,SocketAddress
io.netty.channel.local,LocalAddress,LocalAddress,toString,public,,String,False,False,SocketAddress
io.netty.channel.local,LocalChannel,LocalChannel,metadata,public,,ChannelMetadata,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,config,public,,ChannelConfig,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,parent,public,,LocalServerChannel,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,localAddress,public,,LocalAddress,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,remoteAddress,public,,LocalAddress,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,isOpen,public,,boolean,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,isActive,public,,boolean,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,newUnsafe,protected,,AbstractUnsafe,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,isCompatible,protected,EventLoop,boolean,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,localAddress0,protected,,SocketAddress,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,remoteAddress0,protected,,SocketAddress,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doRegister,protected,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doBind,protected,SocketAddress,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doDisconnect,protected,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doClose,protected,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,tryClose,private,boolean,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doDeregister,protected,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,readInbound,private,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doBeginRead,protected,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,doWrite,protected,ChannelOutboundBuffer,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,finishPeerRead,private,LocalChannel,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,runFinishPeerReadTask,private,LocalChannel,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,releaseInboundBuffers,private,,void,False,False,AbstractChannel
io.netty.channel.local,LocalChannel,LocalChannel,finishPeerRead0,private,LocalChannel,void,False,False,AbstractChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,config,public,,ChannelConfig,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,localAddress,public,,LocalAddress,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,remoteAddress,public,,LocalAddress,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,isOpen,public,,boolean,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,isActive,public,,boolean,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,isCompatible,protected,EventLoop,boolean,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,localAddress0,protected,,SocketAddress,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,doRegister,protected,,void,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,doBind,protected,SocketAddress,void,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,doClose,protected,,void,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,doDeregister,protected,,void,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,doBeginRead,protected,,void,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,serve,,LocalChannel,LocalChannel,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,readInbound,private,,void,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,newLocalChannel,protected,LocalChannel,LocalChannel,False,False,AbstractServerChannel
io.netty.channel.local,LocalServerChannel,LocalServerChannel,serve0,private,LocalChannel,void,False,False,AbstractServerChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,isOpen,public,,boolean,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,unsafe,public,,NioUnsafe,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,javaChannel,protected,,SelectableChannel,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,eventLoop,public,,NioEventLoop,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,selectionKey,protected,,SelectionKey,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,isReadPending,protected,,boolean,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,setReadPending,protected,boolean,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,clearReadPending,final-protected,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,setReadPending0,private,boolean,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,clearReadPending0,private,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,isCompatible,protected,EventLoop,boolean,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,doRegister,protected,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,doDeregister,protected,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,doBeginRead,protected,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,doConnect,abstract-protected,SocketAddress-SocketAddress,boolean,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,doFinishConnect,abstract-protected,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,newDirectBuffer,final-protected,ByteBuf,ByteBuf,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,newDirectBuffer,final-protected,ReferenceCounted-ByteBuf,ByteBuf,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioChannel,AbstractNioChannel,doClose,protected,,void,False,False,AbstractChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,shutdownInput,abstract-protected,,ChannelFuture,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,isInputShutdown0,protected,,boolean,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,newUnsafe,protected,,AbstractNioUnsafe,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,metadata,public,,ChannelMetadata,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,shouldBreakReadReady,final,ChannelConfig,boolean,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,isAllowHalfClosure,private-static,ChannelConfig,boolean,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,doWrite0,final-protected,ChannelOutboundBuffer,int,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,doWriteInternal,private,ChannelOutboundBuffer-Object,int,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,doWrite,protected,ChannelOutboundBuffer,void,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,filterOutboundMessage,final-protected,Object,Object,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,incompleteWrite,final-protected,boolean,void,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,doWriteFileRegion,abstract-protected,FileRegion,long,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,doReadBytes,abstract-protected,ByteBuf,int,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,doWriteBytes,abstract-protected,ByteBuf,int,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,setOpWrite,final-protected,,void,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioByteChannel,AbstractNioByteChannel,clearOpWrite,final-protected,,void,False,False,AbstractNioChannel
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,add,public,SelectionKey,boolean,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,remove,public,Object,boolean,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,contains,public,Object,boolean,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,size,public,,int,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,iterator,public,,Iterator,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,reset,,,void,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,reset,,int,void,False,False,AbstractSet
io.netty.channel.nio,SelectedSelectionKeySet,SelectedSelectionKeySet,increaseCapacity,private,,void,False,False,AbstractSet
io.netty.channel.nio,NioEventLoopGroup,NioEventLoopGroup,setIoRatio,public,int,void,False,False,MultithreadEventLoopGroup
io.netty.channel.nio,NioEventLoopGroup,NioEventLoopGroup,rebuildSelectors,public,,void,False,False,MultithreadEventLoopGroup
io.netty.channel.nio,NioEventLoopGroup,NioEventLoopGroup,newChild,protected,Executor-Object,EventLoop,False,False,MultithreadEventLoopGroup
io.netty.channel.nio,NioEventLoop,NioEventLoop,newTaskQueue,private-static,EventLoopTaskQueueFactory,Queue,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,openSelector,private,,SelectorTuple,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,selectorProvider,public,,SelectorProvider,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,newTaskQueue,protected,int,Queue,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,newTaskQueue0,private-static,int,Queue,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,register,public,SelectableChannel-int-NioTask,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,register0,private,SelectableChannel-int-NioTask,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,getIoRatio,public,,int,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,setIoRatio,public,int,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,rebuildSelector,public,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,registeredChannels,public,,int,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,rebuildSelector0,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,run,protected,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,handleLoopException,private-static,Throwable,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,processSelectedKeys,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,cleanup,protected,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,cancel,,SelectionKey,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,pollTask,protected,,Runnable,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,processSelectedKeysPlain,private,Set,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,processSelectedKeysOptimized,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,processSelectedKey,private,SelectionKey-AbstractNioChannel,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,processSelectedKey,private-static,SelectionKey-NioTask,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,closeAll,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,invokeChannelUnregistered,private-static,NioTask-SelectionKey-Throwable,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,wakeup,protected,boolean,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,beforeScheduledTaskSubmitted,protected,long,boolean,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,afterScheduledTaskSubmitted,protected,long,boolean,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,unwrappedSelector,,,Selector,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,selectNow,,,int,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,select,private,boolean,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,selectRebuildSelector,private,int,Selector,False,False,SingleThreadEventLoop
io.netty.channel.nio,NioEventLoop,NioEventLoop,selectAgain,private,,void,False,False,SingleThreadEventLoop
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,isOpen,public,,boolean,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,provider,public,,SelectorProvider,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,keys,public,,Set,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,selectedKeys,public,,Set,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,selectNow,public,,int,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,select,public,long,int,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,select,public,,int,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,wakeup,public,,Selector,False,False,Selector
io.netty.channel.nio,SelectedSelectionKeySetSelector,SelectedSelectionKeySetSelector,close,public,,void,False,False,Selector
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,newUnsafe,protected,,AbstractNioUnsafe,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,doBeginRead,protected,,void,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,doWrite,protected,ChannelOutboundBuffer,void,False,False,AbstractNioChannel
