package,Code,Class,Method,Modifiers,Parameters,ReturnType,isTestCode,isTestMethod
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,continueOnWriteError,protected,,boolean,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,closeOnReadError,protected,Throwable,boolean,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,doReadMessages,abstract-protected,List,int,False,False,AbstractNioChannel
io.netty.channel.nio,AbstractNioMessageChannel,AbstractNioMessageChannel,doWriteMessage,abstract-protected,Object-ChannelOutboundBuffer,boolean,False,False,AbstractNioChannel
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,acquiredChannelCount,public,,int,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,acquire,public,Promise,Future,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,acquire0,private,Promise,void,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,tooManyOutstanding,private,Promise,void,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,release,public,Channel-Promise,Future,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,decrementAndRunTaskQueue,private,,void,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,runTaskQueue,private,,void,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,close,public,,void,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,closeAsync,public,,Future,False,False,SimpleChannelPool
io.netty.channel.pool,FixedChannelPool,FixedChannelPool,close0,private,,Future,False,False,SimpleChannelPool
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,get,final-public,K,P,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,remove,final-public,K,boolean,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,iterator,final-public,,Iterator,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,size,final-public,,int,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,isEmpty,final-public,,boolean,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,contains,final-public,K,boolean,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,newPool,abstract-protected,K,P,False,False,False
io.netty.channel.pool,AbstractChannelPoolMap,AbstractChannelPoolMap,close,final-public,,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,bootstrap,protected,,Bootstrap,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,handler,protected,,ChannelPoolHandler,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,healthChecker,protected,,ChannelHealthChecker,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,releaseHealthCheck,protected,,boolean,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,acquire,final-public,,Future,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,acquire,public,Promise,Future,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,acquireHealthyFromPoolOrNew,private,Promise,Future,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,notifyConnect,private,ChannelFuture-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,doHealthCheck,private,Channel-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,notifyHealthCheck,private,Future-Channel-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,connectChannel,protected,Bootstrap,ChannelFuture,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,release,final-public,Channel,Future,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,release,public,Channel-Promise,Future,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,doReleaseChannel,private,Channel-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,doHealthCheckOnRelease,private,Channel-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,releaseAndOfferIfHealthy,private,Channel-Promise-Future,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,releaseAndOffer,private,Channel-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,closeChannel,private-static,Channel,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,closeAndFail,private-static,Channel-Throwable-Promise,void,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,pollChannel,protected,,Channel,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,offerChannel,protected,Channel,boolean,False,False,False
io.netty.channel.pool,SimpleChannelPool,SimpleChannelPool,close,public,,void,False,False,False
io.netty.channel.pool,AbstractChannelPoolHandler,AbstractChannelPoolHandler,channelAcquired,public,Channel,void,False,False,False
io.netty.channel.pool,AbstractChannelPoolHandler,AbstractChannelPoolHandler,channelReleased,public,Channel,void,False,False,False
io.netty.channel.embedded,EmbeddedSocketAddress,EmbeddedSocketAddress,toString,public,,String,False,False,SocketAddress
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,metadata,private-static,boolean,ChannelMetadata,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,setup,private,boolean-ChannelHandler,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,register,public,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,newChannelPipeline,final-protected,,DefaultChannelPipeline,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,metadata,public,,ChannelMetadata,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,config,public,,ChannelConfig,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,isOpen,public,,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,isActive,public,,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,inboundMessages,public,,Queue,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,lastInboundBuffer,public,,Queue,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,outboundMessages,public,,Queue,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,lastOutboundBuffer,public,,Queue,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,readInbound,public,,T,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,readOutbound,public,,T,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,writeInbound,public,Object,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,writeOneInbound,public,Object,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,writeOneInbound,public,Object-ChannelPromise,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,flushInbound,public,,EmbeddedChannel,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,flushInbound,private,boolean-ChannelPromise,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,writeOutbound,public,Object,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,writeOneOutbound,public,Object,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,writeOneOutbound,public,Object-ChannelPromise,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,flushOutbound,public,,EmbeddedChannel,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,flushOutbound0,private,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,finish,public,,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,finishAndReleaseAll,public,,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,finish,private,boolean,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,releaseInbound,public,,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,releaseOutbound,public,,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,releaseAll,private-static,Queue,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,finishPendingTasks,private,boolean,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,close,final-public,,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,disconnect,final-public,,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,close,final-public,ChannelPromise,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,disconnect,final-public,ChannelPromise,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,isNotEmpty,private-static,Queue,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,poll,private-static,Queue,Object,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,runPendingTasks,public,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,runScheduledPendingTasks,public,,long,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,recordException,private,ChannelFuture,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,recordException,private,Throwable,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,checkException,private,ChannelPromise,ChannelFuture,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,checkException,public,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,checkOpen,private,boolean,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,ensureOpen,final-protected,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,isCompatible,protected,EventLoop,boolean,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,localAddress0,protected,,SocketAddress,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,remoteAddress0,protected,,SocketAddress,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,doRegister,protected,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,doBind,protected,SocketAddress,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,doDisconnect,protected,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,doClose,protected,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,doBeginRead,protected,,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,newUnsafe,protected,,AbstractUnsafe,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,unsafe,public,,Unsafe,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,doWrite,protected,ChannelOutboundBuffer,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,handleOutboundMessage,protected,Object,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannel,EmbeddedChannel,handleInboundMessage,protected,Object,void,False,False,AbstractChannel
io.netty.channel.embedded,EmbeddedChannelId,EmbeddedChannelId,asShortText,public,,String,False,False,False
io.netty.channel.embedded,EmbeddedChannelId,EmbeddedChannelId,asLongText,public,,String,False,False,False
io.netty.channel.embedded,EmbeddedChannelId,EmbeddedChannelId,compareTo,public,ChannelId,int,False,False,False
io.netty.channel.embedded,EmbeddedChannelId,EmbeddedChannelId,hashCode,public,,int,False,False,False
io.netty.channel.embedded,EmbeddedChannelId,EmbeddedChannelId,equals,public,Object,boolean,False,False,False
io.netty.channel.embedded,EmbeddedChannelId,EmbeddedChannelId,toString,public,,String,False,False,False
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,parent,public,,EventLoopGroup,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,next,public,,EventLoop,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,execute,public,Runnable,void,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,runTasks,,,void,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,runScheduledTasks,,,long,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,nextScheduledTask,,,long,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,cancelScheduledTasks,protected,,void,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,shutdownGracefully,public,long-long-TimeUnit,Future,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,terminationFuture,public,,Future,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,shutdown,public,,void,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,isShuttingDown,public,,boolean,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,isShutdown,public,,boolean,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,isTerminated,public,,boolean,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,awaitTermination,public,long-TimeUnit,boolean,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,register,public,Channel,ChannelFuture,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,register,public,ChannelPromise,ChannelFuture,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,register,public,Channel-ChannelPromise,ChannelFuture,False,False,AbstractScheduledEventExecutor
io.netty.channel.embedded,EmbeddedEventLoop,EmbeddedEventLoop,inEventLoop,public,,boolean,False,False,AbstractScheduledEventExecutor
